powerplant,generator,fuel,startup,shutdown,model,costs
DUCOR_1,PV,SUN,0.0,0.0,1,"0,0"
DUCOR_2,PV,SUN,0.0,0.0,1,"0,0"
DUCOR_3,PV,SUN,0.0,0.0,1,"0,0"
DUCOR_4,PV,SUN,0.0,0.0,1,"0,0"
DUNLAP,WT,WIND,0.0,0.0,1,"0,0"
DURBIN_CREEK_WINDFARM_BURNT_CREEK,WT,WIND,0.0,0.0,1,"0,0"
DUTCH_FLAT,HT,WATER,0.0,0.0,1,"0,0"
DUTCH_FLAT_2,HT,WATER,0.0,0.0,1,"0,0"
DWORSHAK,HT,WATER,0.0,0.0,1,"0,0"
DYNEGY_MORRO_BAY_LLC,,,0.0,0.0,1,"0,0"
DYNEGY_MOSS_LANDING_POWER_PLANT,CC|ST,NG|NG,0.0,0.0,1,"0,0"
DYNEGY_OAKLAND_POWER_PLANT,ST,OIL,0.0,0.0,1,"0,0"
EAGLE_VALLEY_CLEAN_ENERGY_LLC_BIOMASS,ST,WOOD,0.0,0.0,1,"0,0"
EDF_RENEWABLE_WINDFARM_V_INC,WT,WIND,0.0,0.0,1,"0,0"
EDOM_HILLS_PROJECT_1_LLC,WT,WIND,0.0,0.0,1,"0,0"
EDWARD_C_HYATT,HT|HT,WATER|ELEC,0.0,0.0,1,"0,0"
EEL_RIVER_POWER,ST,WOOD,0.0,0.0,1,"0,0"
EKOLA_FLATS,WT,WIND,0.0,0.0,1,"0,0"
ELBE_SOLAR_CENTER,PV,SUN,0.0,0.0,1,"0,0"
ELECTRA,HT,WATER,0.0,0.0,1,"0,0"
ELECTRON,HT,WATER,0.0,0.0,1,"0,0"
ELEPHANT_BUTTE,HT,WATER,0.0,0.0,1,"0,0"
ELEVATION_SOLAR_C,PV,SUN,0.0,0.0,1,"0,0"
ELKHORN_VALLEY_WIND_FARM,WT,WIND,0.0,0.0,1,"0,0"
ELK_HILLS_POWER_LLC,CC,NG,0.0,0.0,1,"0,0"
ELLWOOD,CT,NG,0.0,0.0,1,"0,0"
ELMORE_COMPANY,ST,GEO,0.0,0.0,1,"0,0"
EL_CAJON_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
EL_CENTRO,ES|CC|ST,ELEC|NG|NG,0.0,0.0,1,"0,0"
EL_DORADO,HT,WATER,0.0,0.0,1,"0,0"
EL_NIDO_FACILITY,ST,WOOD,0.0,0.0,1,"0,0"
EL_SEGUNDO_COGEN,CC,NG,0.0,0.0,1,"0,0"
EL_SEGUNDO_ENERGY_CENTER_LLC,CC,NG,0.0,0.0,1,"0,0"
ENCINA,CT|ST,NG|NG,0.0,0.0,1,"0,0"
ENCOGEN,CC,NG,0.0,0.0,1,"0,0"
ENEL_COVE_FORT,ST,GEO,0.0,0.0,1,"0,0"
ENTERPRISE_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
EQUILON_LOS_ANGELES_REFINING,ST,GAS,0.0,0.0,1,"0,0"
ESCALANTE_SOLAR_III_LLC,PV,SUN,0.0,0.0,1,"0,0"
ESCALANTE_SOLAR_II_LLC,PV,SUN,0.0,0.0,1,"0,0"
ESCALANTE_SOLAR_I_LLC,PV,SUN,0.0,0.0,1,"0,0"
ESCONDIDO_ENERGY_STORAGE,ES,ELEC,0.0,0.0,1,"0,0"
ESCONDIDO_POWER_PLANT,CT,NG,0.0,0.0,1,"0,0"
ESTES,HT,WATER,0.0,0.0,1,"0,0"
ETIWANDA,HT,WATER,0.0,0.0,1,"0,0"
EURUS_COMBINE_HILLS_TURBINE_RANCH_2,WT,WIND,0.0,0.0,1,"0,0"
EVANDER_ANDREWS_POWER_COMPLEX,CT,NG,0.0,0.0,1,"0,0"
EVERGREEN_BIOPOWER_LLC,ST,WOOD,0.0,0.0,1,"0,0"
EXCHEQUER,HT,WATER,0.0,0.0,1,"0,0"
EXXONMOBIL_OIL_TORRANCE_REFINERY,UNKNOWN|CT,OTHER|NG,0.0,0.0,1,"0,0"
E_F_OXNARD_ENERGY_FACILITY,CT,NG,0.0,0.0,1,"0,0"
FAIRFIELD_WIND,WT,WIND,0.0,0.0,1,"0,0"
FARADAY,HT,WATER,0.0,0.0,1,"0,0"
FEATHER_RIVER_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
FERNDALE_GENERATING_STATION,CC,NG,0.0,0.0,1,"0,0"
FISH_CREEK,HT,WATER,0.0,0.0,1,"0,0"
FIVE_POINTS_1,PV,SUN,0.0,0.0,1,"0,0"
FIVE_POINTS_SOLAR_STATION,,,0.0,0.0,1,"0,0"
FIVE_POINTS_SOLAR_STATION_2,PV,SUN,0.0,0.0,1,"0,0"
FLAMING_GORGE,HT,WATER,0.0,0.0,1,"0,0"
FLATIRON,HT|HT,WATER|ELEC,0.0,0.0,1,"0,0"
FMC_WESTVACO,ST,COAL,0.0,0.0,1,"0,0"
FOLSOM,HT,WATER,0.0,0.0,1,"0,0"
FONTENELLE,HT,WATER,0.0,0.0,1,"0,0"
FOOTE_CREEK_I,WT,WIND,0.0,0.0,1,"0,0"
FOOTHILL,HT,WATER,0.0,0.0,1,"0,0"
FOOTHILLS_SOLAR_PLANT,PV,SUN,0.0,0.0,1,"0,0"
FORBESTOWN,HT,WATER,0.0,0.0,1,"0,0"
FORD_UTILITIES_CENTER,CT|ST,NG|NG,0.0,0.0,1,"0,0"
FORKS_OF_BUTTE_HYDRO_PROJECT,HT,WATER,0.0,0.0,1,"0,0"
FORT_HUACHUCA_SOLAR_PV_PROJECT,PV,SUN,0.0,0.0,1,"0,0"
FORT_LUPTON,CT,NG,0.0,0.0,1,"0,0"
FORT_PECK,HT,WATER,0.0,0.0,1,"0,0"
FORT_ST_VRAIN,CC|CT,NG|NG,0.0,0.0,1,"0,0"
FOSSIL_GULCH,WT,WIND,0.0,0.0,1,"0,0"
FOSTER,HT,WATER,0.0,0.0,1,"0,0"
FOSTER_WHEELER_MARTINEZ,CC,NG,0.0,0.0,1,"0,0"
FOTOWATIO,,,0.0,0.0,1,"0,0"
FOUNTAIN_VALLEY_POWER_FACILITY,CT,NG,0.0,0.0,1,"0,0"
FOUR_CORNERS,ST,COAL,0.0,0.0,1,"0,0"
FOUR_CORNERS_WINDFARM_LLC,WT,WIND,0.0,0.0,1,"0,0"
FOUR_MILE_CANYON_WINDFARM_LLC,WT,WIND,0.0,0.0,1,"0,0"
FPL_ENERGY_MONTEZUMA_WINDS_LLC,WT,WIND,0.0,0.0,1,"0,0"
FPL_ENERGY_VANSYCLE_LLC_OR,WT,WIND,0.0,0.0,1,"0,0"
FPL_ENERGY_VANSYCLE_LLC_WA,WT,WIND,0.0,0.0,1,"0,0"
FRANK_KNUTSON,CT,NG,0.0,0.0,1,"0,0"
FREDERICKSON,CT,NG,0.0,0.0,1,"0,0"
FREDERICKSON_POWER_LP,CC,NG,0.0,0.0,1,"0,0"
FREMONT_CANYON,HT,WATER,0.0,0.0,1,"0,0"
FRENCH_MEADOWS,HT,WATER,0.0,0.0,1,"0,0"
FRESNO_COGEN_PARTNERS,CC|CT,NG|NG,0.0,0.0,1,"0,0"
FRIANT_HYDRO_FACILITY,HT,WATER,0.0,0.0,1,"0,0"
FRONTIER_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
FRONT_RANGE_POWER_PLANT,CC,NG,0.0,0.0,1,"0,0"
FRUITA,CT,NG,0.0,0.0,1,"0,0"
GADSBY,CT|ST,NG|NG,0.0,0.0,1,"0,0"
GALA_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
GALA_SOLAR_2,PV,SUN,0.0,0.0,1,"0,0"
GARLAND,PV,SUN,0.0,0.0,1,"0,0"
GARRETT_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
GASNA_27P,,,0.0,0.0,1,"0,0"
GATES_SOLAR_STATION,PV,SUN,0.0,0.0,1,"0,0"
GATEWAY_GENERATING_STATION,CC,NG,0.0,0.0,1,"0,0"
GEM_STATE,HT,WATER,0.0,0.0,1,"0,0"
GENERAL_CHEMICAL,ST,COAL,0.0,0.0,1,"0,0"
GENESIS_SOLAR_ENERGY_PROJECT,ST,SUN,0.0,0.0,1,"0,0"
GEORGE_BIRDSALL,ST,NG,0.0,0.0,1,"0,0"
GEORGIA-PACIFIC_TOLEDO_MILL,ST,WOOD,0.0,0.0,1,"0,0"
GEORGIA-PACIFIC_WAUNA_MILL,ST,WOOD,0.0,0.0,1,"0,0"
GEOTHERMAL_1,ST,GEO,0.0,0.0,1,"0,0"
GEOTHERMAL_2,ST,GEO,0.0,0.0,1,"0,0"
GEO_EAST_MESA_III,ST,GEO,0.0,0.0,1,"0,0"
GEYSERS_UNIT_5-20,ST,GEO,0.0,0.0,1,"0,0"
GIANERA,CT,NG,0.0,0.0,1,"0,0"
GIFFEN,PV,SUN,0.0,0.0,1,"0,0"
GIFFEN_SOLAR_PARK,PV,SUN,0.0,0.0,1,"0,0"
GILA_BEND,PV,SUN,0.0,0.0,1,"0,0"
GILA_RIVER_POWER_BLOCK_2,CC,NG,0.0,0.0,1,"0,0"
GILA_RIVER_POWER_BLOCK_3,CC,NG,0.0,0.0,1,"0,0"
GILA_RIVER_POWER_STATION,CC,NG,0.0,0.0,1,"0,0"
GILLESPIE_1,PV,SUN,0.0,0.0,1,"0,0"
GILROY_PEAKING_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
GILROY_POWER_PLANT,CC,NG,0.0,0.0,1,"0,0"
GLENARM,CC|CT,NG|NG,0.0,0.0,1,"0,0"
GLENDIVE_GT,CT,NG,0.0,0.0,1,"0,0"
GLENDO,HT,WATER,0.0,0.0,1,"0,0"
GLENNS_FERRY_COGEN_FACILITY,,,0.0,0.0,1,"0,0"
GLENROCK,WT,WIND,0.0,0.0,1,"0,0"
GLEN_CANYON_DAM,HT,WATER,0.0,0.0,1,"0,0"
GOAL_LINE_LP,CC,NG,0.0,0.0,1,"0,0"
GOLDENDALE_GENERATING_STATION,CC,NG,0.0,0.0,1,"0,0"
GOLDEN_HILLS_NORTH_WIND_ENERGY_CENTER,WT,WIND,0.0,0.0,1,"0,0"
GOLDEN_HILLS_WIND,WT,WIND,0.0,0.0,1,"0,0"
GOLDEN_VALLEY_WIND_PARK_LLC,WT,WIND,0.0,0.0,1,"0,0"
GOLDEN_WEST_POWER_PARTNERS_LLC,,,0.0,0.0,1,"0,0"
GOODNOE_HILLS,WT,WIND,0.0,0.0,1,"0,0"
GOOSE_HAVEN_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
GOOSE_LAKE_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
GORDON_BUTTE_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
GORGE,HT,WATER,0.0,0.0,1,"0,0"
GOSHEN_PHASE_II,WT,WIND,0.0,0.0,1,"0,0"
GRACE,HT,WATER,0.0,0.0,1,"0,0"
GRAND_COULEE,HT|HT,WATER|ELEC,0.0,0.0,1,"0,0"
GRAND_VIEW_SOLAR_TWO,PV,SUN,0.0,0.0,1,"0,0"
GRANITE_MOUNTAIN_SOLAR_EAST_LLC,PV,SUN,0.0,0.0,1,"0,0"
GRANITE_MOUNTAIN_SOLAR_WEST_LLC,PV,SUN,0.0,0.0,1,"0,0"
GRAPELAND_PEAKER,ES|CT,ELEC|NG,0.0,0.0,1,"0,0"
GRAYSON,CT|CC|CT|ST,WASTE|NG|NG|NG,0.0,0.0,1,"0,0"
GRAYS_HARBOR_ENERGY_FACILITY,CC,NG,0.0,0.0,1,"0,0"
GRAZING_YAK_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
GREATER_SANDHILL_I,PV,SUN,0.0,0.0,1,"0,0"
GREAT_VALLEY_SOLAR_PORTFOLIO_HOLDINGS_LLC,PV,SUN,0.0,0.0,1,"0,0"
GREENFIELD_WIND_-_MT,WT,WIND,0.0,0.0,1,"0,0"
GREEN_MOUNTAIN,HT,WATER,0.0,0.0,1,"0,0"
GREEN_PETER,HT,WATER,0.0,0.0,1,"0,0"
GREEN_POWER_I,WT,WIND,0.0,0.0,1,"0,0"
GREEN_SPRINGS,HT,WATER,0.0,0.0,1,"0,0"
GRIFFITH_ENERGY_LLC,CC,NG,0.0,0.0,1,"0,0"
GRIZZLY,HT,WATER,0.0,0.0,1,"0,0"
GRS_COYOTE_CANYON,CT,WASTE,0.0,0.0,1,"0,0"
GUERNSEY_SOLAR_STATION,PV,SUN,0.0,0.0,1,"0,0"
HAAS,HT,WATER,0.0,0.0,1,"0,0"
HALSEY,HT,WATER,0.0,0.0,1,"0,0"
HAMMETT_HILL_WINDFARM,WT,WIND,0.0,0.0,1,"0,0"
HANFORD_ENERGY_PARK_PEAKER,CT,NG,0.0,0.0,1,"0,0"
HAPPY_JACK_WINDPOWER_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
HARBOR,CC|CT,NG|NG,0.0,0.0,1,"0,0"
HARBOR_COGEN,CC,NG,0.0,0.0,1,"0,0"
HARDIN_GENERATOR_PROJECT,ST,COAL,0.0,0.0,1,"0,0"
HARQUAHALA_GENERATING_PROJECT,CC,NG,0.0,0.0,1,"0,0"
HARTZOG,CT,NG,0.0,0.0,1,"0,0"
HARVEST_WIND_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
HATCHET_RIDGE_WIND_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
HAT_CREEK_1,HT,WATER,0.0,0.0,1,"0,0"
HAT_CREEK_2,HT,WATER,0.0,0.0,1,"0,0"
HAUSER,HT,WATER,0.0,0.0,1,"0,0"
HAYDEN,ST,COAL,0.0,0.0,1,"0,0"
HAYNES,CC|CT|ST,NG|NG|NG,0.0,0.0,1,"0,0"
HAYPRESS,HT,WATER,0.0,0.0,1,"0,0"
HAYWORTH_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
HAYWORTH_SOLAR_2,PV,SUN,0.0,0.0,1,"0,0"
HAY_CANYON_WIND_POWER_LLC,WT,WIND,0.0,0.0,1,"0,0"
HEADGATE_ROCK,HT,WATER,0.0,0.0,1,"0,0"
HEBER_CITY,IC|ST,NG|OIL,0.0,0.0,1,"0,0"
HEBER_GEOTHERMAL,ST,GEO,0.0,0.0,1,"0,0"
HEBER_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
HECATE_ENERGY_BEACON_SOLAR_3,PV,SUN,0.0,0.0,1,"0,0"
HECATE_ENERGY_BEACON_SOLAR_4,PV,SUN,0.0,0.0,1,"0,0"
HELLS_CANYON,HT,WATER,0.0,0.0,1,"0,0"
HELMS_PUMPED_STORAGE,HT,ELEC,0.0,0.0,1,"0,0"
HENRIETTA_PEAKER,CT,NG,0.0,0.0,1,"0,0"
HENRIETTA_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
HENRIETTA_SOLAR_PROJECT,PV,SUN,0.0,0.0,1,"0,0"
HERMISTON_GENERATING_PLANT,CC,NG,0.0,0.0,1,"0,0"
HERMISTON_POWER_PARTNERSHIP,CC,NG,0.0,0.0,1,"0,0"
HIDDEN_HILLS_SOLAR_PLANT_1,,,0.0,0.0,1,"0,0"
HIDDEN_HILLS_SOLAR_PLANT_2,,,0.0,0.0,1,"0,0"
HIGH_DESERT_POWER_PLANT,CC,NG,0.0,0.0,1,"0,0"
HIGH_LONESOME_MESA_LLC,WT,WIND,0.0,0.0,1,"0,0"
HIGH_MESA_ENERGY_LLC,WT,WIND,0.0,0.0,1,"0,0"
HIGH_PLAINS,WT,WIND,0.0,0.0,1,"0,0"
HIGH_SIERRA,CT,NG,0.0,0.0,1,"0,0"
HIGH_WINDS_LLC,WT,WIND,0.0,0.0,1,"0,0"
HILLS_CREEK,HT,WATER,0.0,0.0,1,"0,0"
HL_POWER,ST,WOOD,0.0,0.0,1,"0,0"
HOBBS_GENERATING_STATION,CC|CT,NG|NG,0.0,0.0,1,"0,0"
HOLTER,HT,WATER,0.0,0.0,1,"0,0"
HOOPER_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
HOOVER_DAM_AZ,HT,WATER,0.0,0.0,1,"0,0"
HOPKINS_RIDGE_WIND,WT,WIND,0.0,0.0,1,"0,0"
HORSESHOE_BEND_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
HORSE_BUTTE_WIND_I_LLC,WT,WIND,0.0,0.0,1,"0,0"
HORSE_MESA,HT|HT,WATER|ELEC,0.0,0.0,1,"0,0"
HOT_SPRINGS_WINDFARM_LLC,WT,WIND,0.0,0.0,1,"0,0"
HOUWELING_NURSERIES,IC,NG,0.0,0.0,1,"0,0"
HUMBOLDT_BAY,IC|ST,NG|NG,0.0,0.0,1,"0,0"
HUNGRY_HORSE,HT,WATER,0.0,0.0,1,"0,0"
HUNTER,ST,COAL,0.0,0.0,1,"0,0"
HUNTINGTON,ST,COAL,0.0,0.0,1,"0,0"
HURON,PV,SUN,0.0,0.0,1,"0,0"
HURON_SOLAR_FARM,,,0.0,0.0,1,"0,0"
HURON_SOLAR_STATION,PV,SUN,0.0,0.0,1,"0,0"
HURRICANE_CITY_POWER,IC|ST,NG|OIL,0.0,0.0,1,"0,0"
HYDER_II,PV,SUN,0.0,0.0,1,"0,0"
HYDER_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
HYDER_SOLAR_PLANT_PHASE_1,PV,SUN,0.0,0.0,1,"0,0"
HYDROGEN_ENERGY_CALIFORNIA_LLC,,,0.0,0.0,1,"0,0"
HYPERION_TREATMENT_PLANT_CHP_PLANT,ST,BIO,0.0,0.0,1,"0,0"
H_GONZALES,CT,NG,0.0,0.0,1,"0,0"
H_M_JACKSON,HT,WATER,0.0,0.0,1,"0,0"
H_WILSON_SUNDT_GENERATING_STATION,ST|CT,NG|NG,0.0,0.0,1,"0,0"
ICE_HARBOR,HT,WATER,0.0,0.0,1,"0,0"
ID_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
IMPERIAL_CENTER_S,PV,SUN,0.0,0.0,1,"0,0"
IMPERIAL_SOLAR_ENERGY_CENTER_SOUTH,PV,SUN,0.0,0.0,1,"0,0"
IMPERIAL_SOLAR_ENERGY_CENTER_WEST,PV,SUN,0.0,0.0,1,"0,0"
IMPERIAL_VALLEY_SOLAR_COMPANY_1,,,0.0,0.0,1,"0,0"
IMPERIAL_VALLEY_SOLAR_COMPANY_1_LLC,PV,SUN,0.0,0.0,1,"0,0"
IMPERIAL_VALLEY_SOLAR_CO_IVSC_2_LLC,PV,SUN,0.0,0.0,1,"0,0"
IMPERIAL_VALLEY_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
INDIGO_ENERGY_FACILITY,CT,NG,0.0,0.0,1,"0,0"
INTERMOUNTAIN_POWER_PROJECT,ST|CC,COAL|NG,0.0,0.0,1,"0,0"
IP_SPRINGFIELD_OREGON,ST,WOOD,0.0,0.0,1,"0,0"
IRON_GATE,HT,ELEC,0.0,0.0,1,"0,0"
IRON_HORSE_BATTERY_STORAGE,ES|PV,ELEC|SUN,0.0,0.0,1,"0,0"
IRON_SPRINGS_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
ISABELLA_HYDRO_PROJECT,HT,WATER,0.0,0.0,1,"0,0"
ISIS,,,0.0,0.0,1,"0,0"
IVANPAH_1,ST,SUN,0.0,0.0,1,"0,0"
IVANPAH_2,ST,SUN,0.0,0.0,1,"0,0"
IVANPAH_3,ST,SUN,0.0,0.0,1,"0,0"
JACUMBA_SOLAR_FARM,,,0.0,0.0,1,"0,0"
JACUMBA_SOLAR_FARM_2,PV,SUN,0.0,0.0,1,"0,0"
JAMES_B_BLACK,HT,WATER,0.0,0.0,1,"0,0"
JAYBIRD,HT,WATER,0.0,0.0,1,"0,0"
JEFFERSON_SMURFIT_SANTA_CLARA_MILL,CC,NG,0.0,0.0,1,"0,0"
JEFF_CREEK_WINDFARM_BURN_RIVER,WT,WIND,0.0,0.0,1,"0,0"
JIM_BRIDGER,ST,COAL,0.0,0.0,1,"0,0"
JM_SHAFER_GENERATING_STATION,CC,NG,0.0,0.0,1,"0,0"
JOHN_C_BOYLE,HT,WATER,0.0,0.0,1,"0,0"
JOHN_DAY,HT,WATER,0.0,0.0,1,"0,0"
JOHN_L_FEATHERSTONE_PLANT,ST,GEO,0.0,0.0,1,"0,0"
JONES_FORK,HT,WATER,0.0,0.0,1,"0,0"
JORDANELLE_DAM_HYDROELECTRIC_PROJECT,,,0.0,0.0,1,"0,0"
JUDGE_F_CARR,HT,WATER,0.0,0.0,1,"0,0"
JUDITH_GAP_WIND_ENERGY_CENTER,WT,WIND,0.0,0.0,1,"0,0"
JUNIPER_CANYON_I_WIND_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
KANSAS,PV,SUN,0.0,0.0,1,"0,0"
KAREN_AVENUE_WINDFARM,WT,WIND,0.0,0.0,1,"0,0"
KAYENTA_SOLAR_PROJECT,PV,SUN,0.0,0.0,1,"0,0"
KELLY_RIDGE,HT,WATER,0.0,0.0,1,"0,0"
KENNECOTT_POWER_PLANT,UNKNOWN|ST|CC|CT,OTHER|COAL|NG|NG,0.0,0.0,1,"0,0"
KENT_SOUTH,PV,SUN,0.0,0.0,1,"0,0"
KERCKHOFF_2,HT,WATER,0.0,0.0,1,"0,0"
KERN_FRONT,CT,NG,0.0,0.0,1,"0,0"
KERN_RIVER_1,HT,WATER,0.0,0.0,1,"0,0"
KERN_RIVER_3,HT,WATER,0.0,0.0,1,"0,0"
KERN_RIVER_COGENERATION,CT,NG,0.0,0.0,1,"0,0"
KERN_RIVER_EASTRIDGE_COGEN,CT,NG,0.0,0.0,1,"0,0"
KERN_SOLAR_RANCH,,,0.0,0.0,1,"0,0"
KERR,HT,WATER,0.0,0.0,1,"0,0"
KESWICK,HT,WATER,0.0,0.0,1,"0,0"
KETTLEMAN_SOLAR_-CENTAURUS,PV,SUN,0.0,0.0,1,"0,0"
KETTLE_FALLS_GENERATING_STATION,CT|ST,NG|WOOD,0.0,0.0,1,"0,0"
KINGBIRD_SOLAR_A,PV,SUN,0.0,0.0,1,"0,0"
KINGBIRD_SOLAR_B,PV,SUN,0.0,0.0,1,"0,0"
KINGMAN_1,PV|WT,SUN|WIND,0.0,0.0,1,"0,0"
KINGSBURG_COGEN,CC,NG,0.0,0.0,1,"0,0"
KINGS_BEACH,ST,OIL,0.0,0.0,1,"0,0"
KINGS_RIVER,CT,NG,0.0,0.0,1,"0,0"
KINGS_RIVER_PH,HT,WATER,0.0,0.0,1,"0,0"
KING_CITY_PEAKING,CT,NG,0.0,0.0,1,"0,0"
KING_CITY_POWER_PLANT,CC,NG,0.0,0.0,1,"0,0"
KIT_CARSON_WINDPOWER,WT,WIND,0.0,0.0,1,"0,0"
KLAMATH_COGENERATION_PLANT,CC,NG,0.0,0.0,1,"0,0"
KLAMATH_EXPANSION_PROJECT,CT,NG,0.0,0.0,1,"0,0"
KLONDIKE_WINDPOWER_II,WT,WIND,0.0,0.0,1,"0,0"
KLONDIKE_WINDPOWER_III_PHASE_1,WT,WIND,0.0,0.0,1,"0,0"
KLONDIKE_WINDPOWER_III_PHASE_2,WT,WIND,0.0,0.0,1,"0,0"
KLONDIKE_WIND_POWER,WT,WIND,0.0,0.0,1,"0,0"
KOMA_KULSHAN_ASSOCIATES,HT,WATER,0.0,0.0,1,"0,0"
KORTES,HT,WATER,0.0,0.0,1,"0,0"
KUMEYAAY_WIND,WT,WIND,0.0,0.0,1,"0,0"
KYRENE,ST|CT|CC,NG|NG|NG,0.0,0.0,1,"0,0"
LAGRANDE,HT,WATER,0.0,0.0,1,"0,0"
LAKE_HODGES_HYDROELECTRIC_FACILITY,HT,ELEC,0.0,0.0,1,"0,0"
LAKE_ONE,CT,NG,0.0,0.0,1,"0,0"
LAKE_SIDE_POWER_PLANT,CC,NG,0.0,0.0,1,"0,0"
LAMBIE_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
LANGLEY_GULCH_POWER_PLANT,CC,NG,0.0,0.0,1,"0,0"
LARAMIE_RIVER_STATION,ST,COAL,0.0,0.0,1,"0,0"
LARKSPUR_ENERGY_FACILITY,CT,NG,0.0,0.0,1,"0,0"
LAS_CRUCES_CENTENNIAL_SOLAR_FARM,,,0.0,0.0,1,"0,0"
LATIGO_WIND_PARK,,,0.0,0.0,1,"0,0"
LA_LUZ_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
LA_PALOMA_GENERATING_LLC,CC,NG,0.0,0.0,1,"0,0"
LCEC_GENERATION_LLVC,IC,NG,0.0,0.0,1,"0,0"
LEANING_JUNIPER,WT,WIND,0.0,0.0,1,"0,0"
LEANING_JUNIPER_WIND_POWER_II,WT,WIND,0.0,0.0,1,"0,0"
LEMOLO_1,HT,WATER,0.0,0.0,1,"0,0"
LEMOLO_2,HT,WATER,0.0,0.0,1,"0,0"
LEWIS_CLARK,ST|IC,COAL|NG,0.0,0.0,1,"0,0"
LIBBY,HT,WATER,0.0,0.0,1,"0,0"
LIMON_GENERATING_STATION,CT,NG,0.0,0.0,1,"0,0"
LIMON_III_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
LIMON_WIND_I,WT,WIND,0.0,0.0,1,"0,0"
