datetime,price[$/MBtu]
2018-01-01 00:00:00+00:00,3.69
2018-01-02 00:00:00+00:00,6.24
2018-01-03 00:00:00+00:00,6.24
2018-01-04 00:00:00+00:00,4.65
2018-01-08 00:00:00+00:00,2.89
2018-01-09 00:00:00+00:00,2.93
2018-01-10 00:00:00+00:00,3.16
2018-01-11 00:00:00+00:00,3.16
2018-01-12 00:00:00+00:00,4.06
2018-01-13 00:00:00+00:00,4.06
2018-01-14 00:00:00+00:00,4.06
2018-01-15 00:00:00+00:00,4.06
2018-01-16 00:00:00+00:00,5.46
2018-01-17 00:00:00+00:00,3.92
2018-01-18 00:00:00+00:00,3.92
2018-01-19 00:00:00+00:00,3.2
2018-01-20 00:00:00+00:00,3.2
2018-01-21 00:00:00+00:00,3.2
2018-01-22 00:00:00+00:00,3.13
2018-01-23 00:00:00+00:00,3.35
2018-01-24 00:00:00+00:00,3.54
2018-01-25 00:00:00+00:00,3.54
2018-01-26 00:00:00+00:00,3.58
2018-01-27 00:00:00+00:00,3.58
2018-01-28 00:00:00+00:00,3.58
2018-01-29 00:00:00+00:00,3.6
2018-01-30 00:00:00+00:00,3.6
2018-01-31 00:00:00+00:00,3.34
2018-02-01 00:00:00+00:00,3.06
2018-02-02 00:00:00+00:00,2.91
2018-02-03 00:00:00+00:00,2.91
2018-02-04 00:00:00+00:00,2.91
2018-02-05 00:00:00+00:00,2.85
2018-02-06 00:00:00+00:00,2.75
2018-02-07 00:00:00+00:00,2.74
2018-02-08 00:00:00+00:00,2.74
2018-02-09 00:00:00+00:00,2.66
2018-02-10 00:00:00+00:00,2.66
2018-02-11 00:00:00+00:00,2.66
2018-02-12 00:00:00+00:00,2.6
2018-02-13 00:00:00+00:00,2.58
2018-02-14 00:00:00+00:00,2.53
2018-02-15 00:00:00+00:00,2.49
2018-02-16 00:00:00+00:00,2.49
2018-02-17 00:00:00+00:00,2.49
2018-02-18 00:00:00+00:00,2.49
2018-02-19 00:00:00+00:00,2.49
2018-02-20 00:00:00+00:00,2.61
2018-02-21 00:00:00+00:00,2.65
2018-02-22 00:00:00+00:00,2.65
2018-02-23 00:00:00+00:00,2.58
2018-02-24 00:00:00+00:00,2.58
2018-02-25 00:00:00+00:00,2.58
2018-02-26 00:00:00+00:00,2.6
2018-02-27 00:00:00+00:00,2.59
2018-02-28 00:00:00+00:00,2.66
2018-03-01 00:00:00+00:00,2.67
2018-03-02 00:00:00+00:00,2.67
2018-03-03 00:00:00+00:00,2.67
2018-03-04 00:00:00+00:00,2.67
2018-03-05 00:00:00+00:00,2.7
2018-03-06 00:00:00+00:00,2.7
2018-03-07 00:00:00+00:00,2.8
2018-03-08 00:00:00+00:00,2.8
2018-03-09 00:00:00+00:00,2.71
2018-03-10 00:00:00+00:00,2.71
2018-03-11 00:00:00+00:00,2.71
2018-03-12 00:00:00+00:00,2.78
2018-03-13 00:00:00+00:00,2.76
2018-03-14 00:00:00+00:00,2.69
2018-03-15 00:00:00+00:00,2.7
2018-03-16 00:00:00+00:00,2.62
2018-03-17 00:00:00+00:00,2.62
2018-03-18 00:00:00+00:00,2.62
2018-03-19 00:00:00+00:00,2.62
2018-03-20 00:00:00+00:00,2.71
2018-03-21 00:00:00+00:00,2.74
2018-03-22 00:00:00+00:00,2.62
2018-03-23 00:00:00+00:00,2.58
2018-03-24 00:00:00+00:00,2.58
2018-03-25 00:00:00+00:00,2.58
2018-03-26 00:00:00+00:00,2.63
2018-03-27 00:00:00+00:00,2.6
2018-03-28 00:00:00+00:00,2.64
2018-03-29 00:00:00+00:00,2.81
2018-03-30 00:00:00+00:00,2.81
2018-03-31 00:00:00+00:00,2.81
2018-04-01 00:00:00+00:00,2.81
2018-04-02 00:00:00+00:00,2.75
2018-04-03 00:00:00+00:00,2.75
2018-04-04 00:00:00+00:00,2.81
2018-04-05 00:00:00+00:00,2.81
2018-04-06 00:00:00+00:00,2.81
2018-04-07 00:00:00+00:00,2.81
2018-04-08 00:00:00+00:00,2.81
2018-04-09 00:00:00+00:00,2.78
2018-04-10 00:00:00+00:00,2.78
2018-04-11 00:00:00+00:00,2.74
2018-04-12 00:00:00+00:00,2.76
2018-04-13 00:00:00+00:00,2.82
2018-04-14 00:00:00+00:00,2.82
2018-04-15 00:00:00+00:00,2.82
2018-04-16 00:00:00+00:00,2.88
2018-04-17 00:00:00+00:00,2.84
2018-04-18 00:00:00+00:00,2.85
2018-04-19 00:00:00+00:00,2.8
2018-04-20 00:00:00+00:00,2.78
2018-04-21 00:00:00+00:00,2.78
2018-04-22 00:00:00+00:00,2.78
2018-04-23 00:00:00+00:00,2.78
2018-04-24 00:00:00+00:00,2.79
2018-04-25 00:00:00+00:00,2.81
2018-04-26 00:00:00+00:00,2.81
2018-04-27 00:00:00+00:00,2.82
2018-04-28 00:00:00+00:00,2.82
2018-04-29 00:00:00+00:00,2.82
2018-04-30 00:00:00+00:00,2.75
2018-05-01 00:00:00+00:00,2.75
2018-05-02 00:00:00+00:00,2.77
2018-05-03 00:00:00+00:00,2.75
2018-05-04 00:00:00+00:00,2.75
2018-05-05 00:00:00+00:00,2.75
2018-05-06 00:00:00+00:00,2.75
2018-05-07 00:00:00+00:00,2.74
2018-05-08 00:00:00+00:00,2.77
2018-05-09 00:00:00+00:00,2.75
2018-05-10 00:00:00+00:00,2.78
2018-05-11 00:00:00+00:00,2.75
2018-05-12 00:00:00+00:00,2.75
2018-05-13 00:00:00+00:00,2.75
2018-05-14 00:00:00+00:00,2.84
2018-05-15 00:00:00+00:00,2.83
2018-05-16 00:00:00+00:00,2.85
2018-05-17 00:00:00+00:00,2.75
2018-05-18 00:00:00+00:00,2.75
2018-05-19 00:00:00+00:00,2.75
2018-05-20 00:00:00+00:00,2.75
2018-05-21 00:00:00+00:00,2.77
2018-05-22 00:00:00+00:00,2.76
2018-05-23 00:00:00+00:00,2.89
2018-05-24 00:00:00+00:00,2.88
2018-05-25 00:00:00+00:00,2.88
2018-05-26 00:00:00+00:00,2.88
2018-05-27 00:00:00+00:00,2.88
2018-05-28 00:00:00+00:00,2.88
2018-05-29 00:00:00+00:00,2.84
2018-05-30 00:00:00+00:00,2.83
2018-05-31 00:00:00+00:00,2.94
2018-06-01 00:00:00+00:00,2.91
2018-06-02 00:00:00+00:00,2.91
2018-06-03 00:00:00+00:00,2.91
2018-06-04 00:00:00+00:00,2.89
2018-06-05 00:00:00+00:00,2.89
2018-06-06 00:00:00+00:00,2.89
2018-06-07 00:00:00+00:00,3.02
2018-06-08 00:00:00+00:00,2.91
2018-06-09 00:00:00+00:00,2.91
2018-06-10 00:00:00+00:00,2.91
2018-06-11 00:00:00+00:00,3.0
2018-06-12 00:00:00+00:00,2.98
2018-06-13 00:00:00+00:00,2.98
2018-06-14 00:00:00+00:00,2.99
2018-06-15 00:00:00+00:00,3.02
2018-06-16 00:00:00+00:00,3.02
2018-06-17 00:00:00+00:00,3.02
2018-06-18 00:00:00+00:00,2.99
2018-06-19 00:00:00+00:00,2.95
2018-06-20 00:00:00+00:00,2.96
2018-06-21 00:00:00+00:00,3.08
2018-06-22 00:00:00+00:00,2.95
2018-06-23 00:00:00+00:00,2.95
2018-06-24 00:00:00+00:00,2.95
2018-06-25 00:00:00+00:00,2.96
2018-06-26 00:00:00+00:00,2.98
2018-06-27 00:00:00+00:00,3.01
2018-06-28 00:00:00+00:00,2.99
2018-06-29 00:00:00+00:00,2.96
2018-06-30 00:00:00+00:00,2.96
2018-07-01 00:00:00+00:00,2.96
2018-07-02 00:00:00+00:00,2.9
2018-07-03 00:00:00+00:00,2.9
2018-07-04 00:00:00+00:00,2.9
2018-07-05 00:00:00+00:00,2.91
2018-07-06 00:00:00+00:00,2.91
2018-07-07 00:00:00+00:00,2.91
2018-07-08 00:00:00+00:00,2.91
2018-07-09 00:00:00+00:00,2.9
2018-07-10 00:00:00+00:00,2.9
2018-07-11 00:00:00+00:00,2.89
2018-07-12 00:00:00+00:00,2.89
2018-07-13 00:00:00+00:00,2.86
2018-07-14 00:00:00+00:00,2.86
2018-07-15 00:00:00+00:00,2.86
2018-07-16 00:00:00+00:00,2.76
2018-07-17 00:00:00+00:00,2.81
2018-07-18 00:00:00+00:00,2.8
2018-07-19 00:00:00+00:00,2.75
2018-07-20 00:00:00+00:00,2.79
2018-07-21 00:00:00+00:00,2.79
2018-07-22 00:00:00+00:00,2.79
2018-07-23 00:00:00+00:00,2.79
2018-07-24 00:00:00+00:00,2.73
2018-07-25 00:00:00+00:00,2.82
2018-07-26 00:00:00+00:00,2.82
2018-07-27 00:00:00+00:00,2.78
2018-07-28 00:00:00+00:00,2.78
2018-07-29 00:00:00+00:00,2.78
2018-07-30 00:00:00+00:00,2.75
2018-07-31 00:00:00+00:00,2.82
2018-08-01 00:00:00+00:00,2.8
2018-08-02 00:00:00+00:00,2.77
2018-08-03 00:00:00+00:00,2.86
2018-08-04 00:00:00+00:00,2.86
2018-08-05 00:00:00+00:00,2.86
2018-08-06 00:00:00+00:00,2.85
2018-08-07 00:00:00+00:00,2.95
2018-08-08 00:00:00+00:00,2.99
2018-08-09 00:00:00+00:00,3.02
2018-08-10 00:00:00+00:00,2.96
2018-08-11 00:00:00+00:00,2.96
2018-08-12 00:00:00+00:00,2.96
2018-08-13 00:00:00+00:00,2.92
2018-08-14 00:00:00+00:00,3.02
2018-08-15 00:00:00+00:00,3.02
2018-08-16 00:00:00+00:00,3.02
2018-08-17 00:00:00+00:00,3.01
2018-08-18 00:00:00+00:00,3.01
2018-08-19 00:00:00+00:00,3.01
2018-08-20 00:00:00+00:00,3.04
2018-08-21 00:00:00+00:00,3.01
2018-08-22 00:00:00+00:00,3.02
2018-08-23 00:00:00+00:00,3.01
2018-08-24 00:00:00+00:00,2.99
2018-08-25 00:00:00+00:00,2.99
2018-08-26 00:00:00+00:00,2.99
2018-08-27 00:00:00+00:00,2.98
2018-08-28 00:00:00+00:00,2.98
2018-08-29 00:00:00+00:00,2.96
2018-08-30 00:00:00+00:00,2.96
2018-08-31 00:00:00+00:00,2.98
2018-09-01 00:00:00+00:00,2.98
2018-09-02 00:00:00+00:00,2.98
2018-09-03 00:00:00+00:00,2.98
2018-09-04 00:00:00+00:00,2.96
2018-09-05 00:00:00+00:00,3.0
2018-09-06 00:00:00+00:00,2.93
2018-09-07 00:00:00+00:00,2.88
2018-09-08 00:00:00+00:00,2.88
2018-09-09 00:00:00+00:00,2.88
2018-09-10 00:00:00+00:00,2.9
2018-09-11 00:00:00+00:00,2.94
2018-09-12 00:00:00+00:00,2.98
2018-09-13 00:00:00+00:00,2.94
2018-09-14 00:00:00+00:00,2.91
2018-09-15 00:00:00+00:00,2.91
2018-09-16 00:00:00+00:00,2.91
2018-09-17 00:00:00+00:00,2.95
2018-09-18 00:00:00+00:00,3.0
2018-09-19 00:00:00+00:00,3.11
2018-09-20 00:00:00+00:00,3.07
2018-09-21 00:00:00+00:00,3.02
2018-09-22 00:00:00+00:00,3.02
2018-09-23 00:00:00+00:00,3.02
2018-09-24 00:00:00+00:00,3.04
2018-09-25 00:00:00+00:00,3.12
2018-09-26 00:00:00+00:00,3.1
2018-09-27 00:00:00+00:00,3.05
2018-09-28 00:00:00+00:00,3.01
2018-09-29 00:00:00+00:00,3.01
2018-09-30 00:00:00+00:00,3.01
2018-10-01 00:00:00+00:00,3.13
2018-10-02 00:00:00+00:00,3.14
2018-10-03 00:00:00+00:00,3.26
2018-10-04 00:00:00+00:00,3.39
2018-10-05 00:00:00+00:00,3.25
2018-10-06 00:00:00+00:00,3.25
2018-10-07 00:00:00+00:00,3.25
2018-10-08 00:00:00+00:00,3.28
2018-10-09 00:00:00+00:00,3.4
2018-10-10 00:00:00+00:00,3.45
2018-10-11 00:00:00+00:00,3.16
2018-10-12 00:00:00+00:00,3.19
2018-10-13 00:00:00+00:00,3.19
2018-10-14 00:00:00+00:00,3.19
2018-10-15 00:00:00+00:00,3.26
2018-10-16 00:00:00+00:00,3.27
2018-10-17 00:00:00+00:00,3.3
2018-10-18 00:00:00+00:00,3.28
2018-10-19 00:00:00+00:00,3.2
2018-10-20 00:00:00+00:00,3.2
2018-10-21 00:00:00+00:00,3.2
2018-10-22 00:00:00+00:00,3.2
2018-10-23 00:00:00+00:00,3.28
2018-10-24 00:00:00+00:00,3.42
2018-10-25 00:00:00+00:00,3.42
2018-10-26 00:00:00+00:00,3.27
2018-10-27 00:00:00+00:00,3.27
2018-10-28 00:00:00+00:00,3.27
2018-10-29 00:00:00+00:00,3.2
2018-10-30 00:00:00+00:00,3.27
2018-10-31 00:00:00+00:00,3.31
2018-11-01 00:00:00+00:00,3.36
2018-11-02 00:00:00+00:00,3.26
2018-11-03 00:00:00+00:00,3.26
2018-11-04 00:00:00+00:00,3.26
2018-11-05 00:00:00+00:00,3.53
2018-11-06 00:00:00+00:00,3.53
2018-11-07 00:00:00+00:00,3.54
2018-11-08 00:00:00+00:00,3.54
2018-11-09 00:00:00+00:00,3.74
2018-11-10 00:00:00+00:00,3.74
2018-11-11 00:00:00+00:00,3.74
2018-11-12 00:00:00+00:00,3.96
2018-11-13 00:00:00+00:00,4.1
2018-11-14 00:00:00+00:00,4.1
2018-11-15 00:00:00+00:00,4.69
2018-11-16 00:00:00+00:00,4.3
2018-11-17 00:00:00+00:00,4.3
2018-11-18 00:00:00+00:00,4.3
2018-11-19 00:00:00+00:00,4.65
2018-11-20 00:00:00+00:00,4.65
2018-11-21 00:00:00+00:00,4.7
2018-11-22 00:00:00+00:00,4.7
2018-11-23 00:00:00+00:00,4.7
2018-11-24 00:00:00+00:00,4.7
2018-11-25 00:00:00+00:00,4.7
2018-11-26 00:00:00+00:00,4.28
2018-11-27 00:00:00+00:00,4.28
2018-11-28 00:00:00+00:00,4.5
2018-11-29 00:00:00+00:00,4.5
2018-11-30 00:00:00+00:00,4.61
2018-12-01 00:00:00+00:00,4.61
2018-12-02 00:00:00+00:00,4.61
2018-12-03 00:00:00+00:00,4.4
2018-12-04 00:00:00+00:00,4.4
2018-12-05 00:00:00+00:00,4.69
2018-12-06 00:00:00+00:00,4.44
2018-12-07 00:00:00+00:00,4.51
2018-12-08 00:00:00+00:00,4.51
2018-12-09 00:00:00+00:00,4.51
2018-12-10 00:00:00+00:00,4.54
2018-12-11 00:00:00+00:00,4.53
2018-12-12 00:00:00+00:00,4.53
2018-12-13 00:00:00+00:00,4.31
2018-12-14 00:00:00+00:00,3.99
2018-12-15 00:00:00+00:00,3.99
2018-12-16 00:00:00+00:00,3.99
2018-12-17 00:00:00+00:00,3.8
2018-12-18 00:00:00+00:00,3.8
2018-12-19 00:00:00+00:00,3.64
2018-12-20 00:00:00+00:00,3.7
2018-12-21 00:00:00+00:00,3.7
2018-12-22 00:00:00+00:00,3.7
2018-12-23 00:00:00+00:00,3.7
2018-12-24 00:00:00+00:00,3.7
2018-12-25 00:00:00+00:00,3.7
2018-12-26 00:00:00+00:00,3.42
2018-12-27 00:00:00+00:00,3.1
2018-12-28 00:00:00+00:00,3.25
2018-12-29 00:00:00+00:00,3.25
2018-12-30 00:00:00+00:00,3.25
2018-12-31 00:00:00+00:00,3.25
2019-01-01 00:00:00+00:00,3.25
2019-01-02 00:00:00+00:00,3.25
2019-01-03 00:00:00+00:00,2.72
2019-01-04 00:00:00+00:00,2.8
2019-01-05 00:00:00+00:00,2.8
2019-01-06 00:00:00+00:00,2.8
2019-01-07 00:00:00+00:00,2.74
2019-01-08 00:00:00+00:00,2.89
2019-01-09 00:00:00+00:00,2.92
2019-01-10 00:00:00+00:00,2.95
2019-01-11 00:00:00+00:00,2.95
2019-01-12 00:00:00+00:00,2.95
2019-01-13 00:00:00+00:00,2.95
2019-01-14 00:00:00+00:00,3.36
2019-01-15 00:00:00+00:00,3.54
2019-01-16 00:00:00+00:00,3.58
2019-01-17 00:00:00+00:00,3.58
2019-01-18 00:00:00+00:00,3.43
2019-01-19 00:00:00+00:00,3.43
2019-01-20 00:00:00+00:00,3.43
2019-01-21 00:00:00+00:00,3.43
2019-01-22 00:00:00+00:00,3.43
2019-01-23 00:00:00+00:00,3.13
2019-01-24 00:00:00+00:00,3.13
2019-01-25 00:00:00+00:00,3.07
2019-01-26 00:00:00+00:00,3.07
2019-01-27 00:00:00+00:00,3.07
2019-01-28 00:00:00+00:00,3.05
2019-01-29 00:00:00+00:00,2.94
2019-01-30 00:00:00+00:00,3.0
2019-01-31 00:00:00+00:00,2.82
2019-02-01 00:00:00+00:00,2.7
2019-02-02 00:00:00+00:00,2.7
2019-02-03 00:00:00+00:00,2.7
2019-02-04 00:00:00+00:00,2.57
2019-02-05 00:00:00+00:00,2.54
2019-02-06 00:00:00+00:00,2.58
2019-02-07 00:00:00+00:00,2.62
2019-02-08 00:00:00+00:00,2.66
2019-02-09 00:00:00+00:00,2.66
2019-02-10 00:00:00+00:00,2.66
2019-02-11 00:00:00+00:00,2.76
2019-02-12 00:00:00+00:00,2.71
2019-02-13 00:00:00+00:00,2.61
2019-02-14 00:00:00+00:00,2.61
2019-02-15 00:00:00+00:00,2.59
2019-02-16 00:00:00+00:00,2.59
2019-02-17 00:00:00+00:00,2.59
2019-02-18 00:00:00+00:00,2.59
2019-02-19 00:00:00+00:00,2.69
2019-02-20 00:00:00+00:00,2.69
2019-02-21 00:00:00+00:00,2.73
2019-02-22 00:00:00+00:00,2.74
2019-02-23 00:00:00+00:00,2.74
2019-02-24 00:00:00+00:00,2.74
2019-02-25 00:00:00+00:00,2.84
2019-02-26 00:00:00+00:00,2.74
2019-02-27 00:00:00+00:00,2.89
2019-02-28 00:00:00+00:00,2.89
2019-03-01 00:00:00+00:00,3.19
2019-03-02 00:00:00+00:00,3.19
2019-03-03 00:00:00+00:00,3.19
2019-03-04 00:00:00+00:00,4.25
2019-03-05 00:00:00+00:00,3.18
2019-03-06 00:00:00+00:00,3.18
2019-03-07 00:00:00+00:00,2.9
2019-03-08 00:00:00+00:00,2.9
2019-03-09 00:00:00+00:00,2.9
2019-03-10 00:00:00+00:00,2.9
2019-03-11 00:00:00+00:00,2.86
2019-03-12 00:00:00+00:00,2.83
2019-03-13 00:00:00+00:00,2.87
2019-03-14 00:00:00+00:00,2.95
2019-03-15 00:00:00+00:00,2.95
2019-03-16 00:00:00+00:00,2.95
2019-03-17 00:00:00+00:00,2.95
2019-03-18 00:00:00+00:00,2.9
2019-03-19 00:00:00+00:00,2.92
2019-03-20 00:00:00+00:00,2.86
2019-03-21 00:00:00+00:00,2.86
2019-03-22 00:00:00+00:00,2.75
2019-03-23 00:00:00+00:00,2.75
2019-03-24 00:00:00+00:00,2.75
2019-03-25 00:00:00+00:00,2.72
2019-03-26 00:00:00+00:00,2.74
2019-03-27 00:00:00+00:00,2.69
2019-03-28 00:00:00+00:00,2.69
2019-03-29 00:00:00+00:00,2.73
2019-03-30 00:00:00+00:00,2.73
2019-03-31 00:00:00+00:00,2.73
2019-04-01 00:00:00+00:00,2.73
2019-04-02 00:00:00+00:00,2.76
2019-04-03 00:00:00+00:00,2.74
2019-04-04 00:00:00+00:00,2.66
2019-04-05 00:00:00+00:00,2.62
2019-04-06 00:00:00+00:00,2.62
2019-04-07 00:00:00+00:00,2.62
2019-04-08 00:00:00+00:00,2.72
2019-04-09 00:00:00+00:00,2.71
2019-04-10 00:00:00+00:00,2.72
2019-04-11 00:00:00+00:00,2.72
2019-04-12 00:00:00+00:00,2.75
2019-04-13 00:00:00+00:00,2.75
2019-04-14 00:00:00+00:00,2.75
2019-04-15 00:00:00+00:00,2.75
2019-04-16 00:00:00+00:00,2.66
2019-04-17 00:00:00+00:00,2.55
2019-04-18 00:00:00+00:00,2.54
2019-04-19 00:00:00+00:00,2.54
2019-04-20 00:00:00+00:00,2.54
2019-04-21 00:00:00+00:00,2.54
2019-04-22 00:00:00+00:00,2.61
2019-04-23 00:00:00+00:00,2.53
2019-04-24 00:00:00+00:00,2.53
2019-04-25 00:00:00+00:00,2.54
2019-04-26 00:00:00+00:00,2.58
2019-04-27 00:00:00+00:00,2.58
2019-04-28 00:00:00+00:00,2.58
2019-04-29 00:00:00+00:00,2.58
2019-04-30 00:00:00+00:00,2.59
2019-05-01 00:00:00+00:00,2.59
2019-05-02 00:00:00+00:00,2.63
2019-05-03 00:00:00+00:00,2.59
2019-05-04 00:00:00+00:00,2.59
